,date,financialReturnsScore,growthScore,gsid,integratedScore,multipleScore,updateTime
9530,2017-03-27,0.768,0.568,903917,0.57,0.624,2017-05-11T19:47:36Z
9531,2017-03-28,0.766,0.566,903917,0.574,0.614,2017-05-11T19:47:36Z
9532,2017-03-29,0.768,0.566,903917,0.574,0.612,2017-05-11T19:47:36Z
9533,2017-03-30,0.768,0.568,903917,0.574,0.614,2017-05-11T19:47:36Z
9534,2017-03-31,0.768,0.572,903917,0.594,0.56,2017-05-11T19:47:36Z
9535,2017-04-03,0.75,0.67,903917,0.614,0.574,2017-05-11T19:47:36Z
9536,2017-04-04,0.746,0.67,903917,0.622,0.55,2017-05-11T19:47:36Z
9537,2017-04-05,0.748,0.67,903917,0.616,0.57,2017-05-11T19:47:36Z
9538,2017-04-06,0.77,0.714,903917,0.648,0.538,2017-05-11T19:47:36Z
9539,2017-04-07,0.768,0.714,903917,0.65,0.532,2017-05-11T19:47:36Z
9540,2017-04-10,0.768,0.712,903917,0.654,0.52,2017-05-11T19:47:36Z
9541,2017-04-11,0.766,0.71,903917,0.65,0.526,2017-05-11T19:47:36Z
9542,2017-04-12,0.766,0.71,903917,0.646,0.538,2017-05-11T19:47:36Z
9543,2017-04-13,0.768,0.71,903917,0.644,0.544,2017-05-11T19:47:36Z
9544,2017-04-14,0.766,0.71,903917,0.644,0.546,2017-05-11T19:47:36Z
9545,2017-04-17,0.766,0.71,903917,0.644,0.546,2017-05-11T19:47:36Z
9546,2017-04-18,0.764,0.704,903917,0.642,0.544,2017-05-11T19:47:36Z
9547,2017-04-19,0.764,0.706,903917,0.64,0.548,2017-05-11T19:47:36Z
9548,2017-04-20,0.764,0.708,903917,0.636,0.566,2017-05-11T19:47:36Z
9549,2017-04-21,0.764,0.708,903917,0.634,0.572,2017-05-11T19:47:36Z
9550,2017-04-24,0.764,0.706,903917,0.632,0.574,2017-05-11T19:47:36Z
9551,2017-04-25,0.762,0.706,903917,0.628,0.582,2017-05-11T19:47:36Z
9552,2017-04-26,0.762,0.704,903917,0.626,0.588,2017-05-11T19:47:36Z
9553,2017-04-27,0.762,0.702,903917,0.622,0.596,2017-05-11T19:47:36Z
9554,2017-04-28,0.764,0.704,903917,0.638,0.552,2017-05-11T19:47:36Z
9555,2017-05-01,0.764,0.7,903917,0.628,0.58,2017-05-11T19:47:36Z
9556,2017-05-02,0.768,0.724,903917,0.638,0.58,2017-05-11T19:47:36Z
9557,2017-05-03,0.768,0.72,903917,0.628,0.602,2017-05-11T19:47:36Z
9558,2017-05-04,0.728,0.754,903917,0.676,0.458,2017-05-11T19:47:36Z
9559,2017-05-05,0.728,0.752,903917,0.672,0.462,2017-05-11T19:47:36Z
9560,2017-05-08,0.728,0.754,903917,0.68,0.44,2017-05-11T19:47:36Z
9561,2017-05-09,0.728,0.754,903917,0.696,0.394,2017-05-11T19:47:36Z
9562,2017-05-10,0.73,0.754,903917,0.696,0.396,2017-05-11T19:47:36Z
9563,2017-05-11,0.73,0.754,903917,0.702,0.382,2017-05-11T19:47:36Z
9564,2017-05-12,0.73,0.752,903917,0.7,0.386,2017-05-12T10:47:27Z
9565,2017-05-15,0.73,0.752,903917,0.7,0.38,2017-05-15T08:06:02Z
9566,2017-05-16,0.73,0.752,903917,0.698,0.388,2017-05-16T08:05:09Z
9567,2017-05-17,0.73,0.752,903917,0.704,0.37,2017-05-17T08:16:33Z
9568,2017-05-18,0.728,0.748,903917,0.71,0.348,2017-05-18T08:08:25Z
9569,2017-05-19,0.73,0.748,903917,0.71,0.348,2017-05-19T08:04:44Z
9570,2017-05-22,0.728,0.75,903917,0.71,0.348,2017-05-22T08:05:30Z
9571,2017-05-23,0.728,0.75,903917,0.71,0.344,2017-05-23T08:11:52Z
9572,2017-05-24,0.722,0.75,903917,0.714,0.33,2017-05-24T08:05:16Z
9573,2017-05-25,0.718,0.75,903917,0.708,0.344,2017-05-25T08:12:41Z
9574,2017-05-26,0.718,0.752,903917,0.706,0.352,2017-05-26T08:06:48Z
9575,2017-05-29,0.716,0.75,903917,0.708,0.34,2017-05-29T08:05:08Z
9576,2017-05-30,0.716,0.75,903917,0.71,0.34,2017-05-30T08:05:54Z
9577,2017-05-31,0.716,0.754,903917,0.708,0.344,2017-06-05T09:38:43Z
9578,2017-06-01,0.718,0.754,903917,0.71,0.342,2017-06-01T08:05:25Z
9579,2017-06-02,0.714,0.764,903917,0.708,0.352,2017-06-02T08:04:43Z
9580,2017-06-05,0.71,0.766,903917,0.704,0.362,2017-06-05T08:04:58Z
9581,2017-06-06,0.71,0.766,903917,0.702,0.37,2017-06-06T08:05:52Z
9582,2017-06-07,0.71,0.764,903917,0.706,0.358,2017-06-07T08:05:46Z
9583,2017-06-08,0.71,0.762,903917,0.702,0.364,2017-06-08T08:33:37Z
9584,2017-06-09,0.71,0.762,903917,0.7,0.372,2017-06-09T08:05:43Z
9585,2017-06-12,0.712,0.762,903917,0.708,0.352,2017-06-12T08:05:22Z
9586,2017-06-13,0.712,0.762,903917,0.698,0.376,2017-06-13T08:05:29Z
9587,2017-06-14,0.712,0.76,903917,0.698,0.378,2017-06-14T08:04:49Z
9588,2017-06-15,0.712,0.76,903917,0.698,0.38,2017-06-15T08:04:51Z
9589,2017-06-16,0.712,0.758,903917,0.698,0.378,2017-06-16T08:05:50Z
9590,2017-06-19,0.712,0.758,903917,0.698,0.378,2017-06-19T08:04:45Z
9591,2017-06-20,0.714,0.758,903917,0.696,0.38,2017-06-20T08:08:35Z
9592,2017-06-21,0.712,0.758,903917,0.7,0.368,2017-06-21T08:07:14Z
9593,2017-06-22,0.712,0.758,903917,0.694,0.386,2017-06-22T08:05:56Z
9594,2017-06-23,0.714,0.762,903917,0.692,0.4,2017-06-23T08:25:02Z
9595,2017-06-26,0.712,0.76,903917,0.684,0.42,2017-06-26T08:05:04Z
9596,2017-06-27,0.714,0.758,903917,0.686,0.414,2017-06-27T08:06:17Z
9597,2017-06-28,0.712,0.758,903917,0.69,0.4,2017-06-28T08:04:52Z
9598,2017-06-29,0.714,0.756,903917,0.688,0.404,2017-06-29T08:05:26Z
9599,2017-06-30,0.7,0.688,903917,0.66,0.406,2017-06-30T08:05:02Z
9600,2017-01-16,0.67,0.216,78045,0.576,0.156,2017-05-11T19:47:36Z
9601,2017-01-17,0.67,0.216,78045,0.576,0.158,2017-05-11T19:47:36Z
9602,2017-01-18,0.668,0.214,78045,0.582,0.138,2017-05-11T19:47:36Z
9603,2017-01-19,0.672,0.216,78045,0.588,0.122,2017-05-11T19:47:36Z
9604,2017-01-20,0.672,0.212,78045,0.586,0.126,2017-05-11T19:47:36Z
9605,2017-01-23,0.67,0.212,78045,0.586,0.124,2017-05-11T19:47:36Z
9606,2017-01-24,0.67,0.214,78045,0.588,0.118,2017-05-11T19:47:36Z
9607,2017-01-25,0.668,0.478,78045,0.674,0.126,2017-05-11T19:47:36Z
9608,2017-01-26,0.67,0.478,78045,0.672,0.132,2017-05-11T19:47:36Z
9609,2017-01-27,0.668,0.478,78045,0.674,0.124,2017-05-11T19:47:36Z
9610,2017-01-30,0.67,0.476,78045,0.678,0.114,2017-05-11T19:47:36Z
9611,2017-01-31,0.664,0.476,78045,0.67,0.134,2017-05-11T19:47:36Z
9612,2017-02-01,0.668,0.48,78045,0.676,0.122,2017-05-11T19:47:36Z
9613,2017-02-02,0.67,0.476,78045,0.676,0.12,2017-05-11T19:47:36Z
9614,2017-02-03,0.67,0.476,78045,0.676,0.12,2017-05-11T19:47:36Z
9615,2017-02-06,0.67,0.476,78045,0.674,0.122,2017-05-11T19:47:36Z
9616,2017-02-07,0.666,0.472,78045,0.666,0.14,2017-05-11T19:47:36Z
9617,2017-02-08,0.666,0.474,78045,0.672,0.122,2017-05-11T19:47:36Z
9618,2017-02-09,0.668,0.47,78045,0.674,0.118,2017-05-11T19:47:36Z
9619,2017-02-10,0.67,0.468,78045,0.676,0.112,2017-05-11T19:47:36Z
9620,2017-02-13,0.672,0.468,78045,0.676,0.114,2017-05-11T19:47:36Z
9621,2017-02-14,0.672,0.472,78045,0.676,0.118,2017-05-11T19:47:36Z
9622,2017-02-15,0.672,0.472,78045,0.674,0.12,2017-05-11T19:47:36Z
9623,2017-02-16,0.672,0.47,78045,0.674,0.12,2017-05-11T19:47:36Z
9624,2017-02-17,0.666,0.472,78045,0.674,0.114,2017-05-11T19:47:36Z
9625,2017-02-20,0.668,0.472,78045,0.672,0.124,2017-05-11T19:47:36Z
9626,2017-02-21,0.666,0.472,78045,0.672,0.122,2017-05-11T19:47:36Z
9627,2017-02-22,0.666,0.468,78045,0.672,0.12,2017-05-11T19:47:36Z
9628,2017-02-23,0.668,0.468,78045,0.67,0.122,2017-05-11T19:47:36Z
9629,2017-02-24,0.67,0.466,78045,0.676,0.112,2017-05-11T19:47:36Z
9630,2017-02-27,0.632,0.482,78045,0.674,0.094,2017-05-11T19:47:36Z
9631,2017-02-28,0.632,0.476,78045,0.668,0.102,2017-05-11T19:47:36Z
9632,2017-03-01,0.63,0.476,78045,0.672,0.09,2017-05-11T19:47:36Z
9633,2017-03-02,0.63,0.478,78045,0.672,0.094,2017-05-11T19:47:36Z
9634,2017-03-03,0.636,0.476,78045,0.676,0.084,2017-05-11T19:47:36Z
9635,2017-03-06,0.636,0.474,78045,0.674,0.086,2017-05-11T19:47:36Z
9636,2017-03-07,0.636,0.474,78045,0.676,0.084,2017-05-11T19:47:36Z
9637,2017-03-08,0.636,0.476,78045,0.676,0.084,2017-05-11T19:47:36Z
9638,2017-03-09,0.636,0.474,78045,0.676,0.084,2017-05-11T19:47:36Z
9639,2017-03-10,0.636,0.478,78045,0.676,0.086,2017-05-11T19:47:36Z
9640,2017-03-13,0.638,0.474,78045,0.676,0.086,2017-05-11T19:47:36Z
9641,2017-03-14,0.638,0.472,78045,0.672,0.092,2017-05-11T19:47:36Z
9642,2017-03-15,0.64,0.472,78045,0.672,0.094,2017-05-11T19:47:36Z
9643,2017-03-16,0.64,0.472,78045,0.672,0.098,2017-05-11T19:47:36Z
9644,2017-03-17,0.64,0.474,78045,0.672,0.096,2017-05-11T19:47:36Z
9645,2017-03-20,0.64,0.474,78045,0.67,0.104,2017-05-11T19:47:36Z
9646,2017-03-21,0.64,0.476,78045,0.674,0.094,2017-05-11T19:47:36Z
9647,2017-03-22,0.64,0.476,78045,0.676,0.088,2017-05-11T19:47:36Z
9648,2017-03-23,0.64,0.474,78045,0.674,0.092,2017-05-11T19:47:36Z
9649,2017-03-24,0.64,0.47,78045,0.676,0.086,2017-05-11T19:47:36Z
9650,2017-03-27,0.64,0.47,78045,0.672,0.092,2017-05-11T19:47:36Z
9651,2017-03-28,0.638,0.466,78045,0.67,0.098,2017-05-11T19:47:36Z
9652,2017-03-29,0.638,0.468,78045,0.67,0.098,2017-05-11T19:47:36Z
9653,2017-03-30,0.636,0.468,78045,0.668,0.102,2017-05-11T19:47:36Z
9654,2017-03-31,0.638,0.474,78045,0.672,0.098,2017-05-11T19:47:36Z
9655,2017-04-03,0.638,0.474,78045,0.672,0.096,2017-05-11T19:47:36Z
9656,2017-04-04,0.638,0.468,78045,0.674,0.082,2017-05-11T19:47:36Z
9657,2017-04-05,0.636,0.47,78045,0.68,0.068,2017-05-11T19:47:36Z
9658,2017-04-06,0.658,0.208,78045,0.606,0.05,2017-05-11T19:47:36Z
9659,2017-04-07,0.656,0.21,78045,0.604,0.054,2017-05-11T19:47:36Z
9660,2017-04-10,0.654,0.216,78045,0.608,0.048,2017-05-11T19:47:36Z
9661,2017-04-11,0.654,0.216,78045,0.606,0.054,2017-05-11T19:47:36Z
9662,2017-04-12,0.652,0.216,78045,0.604,0.054,2017-05-11T19:47:36Z
9663,2017-04-13,0.652,0.216,78045,0.606,0.05,2017-05-11T19:47:36Z
9664,2017-04-14,0.652,0.218,78045,0.608,0.046,2017-05-11T19:47:36Z
9665,2017-04-17,0.652,0.216,78045,0.608,0.044,2017-05-11T19:47:36Z
9666,2017-04-18,0.654,0.214,78045,0.606,0.048,2017-05-11T19:47:36Z
9667,2017-04-19,0.654,0.214,78045,0.608,0.046,2017-05-11T19:47:36Z
9668,2017-04-20,0.654,0.216,78045,0.608,0.046,2017-05-11T19:47:36Z
9669,2017-04-21,0.654,0.232,78045,0.61,0.052,2017-05-11T19:47:36Z
9670,2017-04-24,0.656,0.232,78045,0.614,0.046,2017-05-11T19:47:36Z
9671,2017-04-25,0.654,0.232,78045,0.612,0.048,2017-05-11T19:47:36Z
9672,2017-04-26,0.654,0.232,78045,0.612,0.052,2017-05-11T19:47:36Z
9673,2017-04-27,0.652,0.234,78045,0.616,0.04,2017-05-11T19:47:36Z
9674,2017-04-28,0.654,0.234,78045,0.612,0.052,2017-05-11T19:47:36Z
9675,2017-05-01,0.656,0.234,78045,0.612,0.054,2017-05-11T19:47:36Z
9676,2017-05-02,0.654,0.236,78045,0.612,0.056,2017-05-11T19:47:36Z
9677,2017-05-03,0.654,0.238,78045,0.614,0.05,2017-05-11T19:47:36Z
9678,2017-05-04,0.656,0.236,78045,0.612,0.058,2017-05-11T19:47:36Z
9679,2017-05-05,0.658,0.24,78045,0.612,0.064,2017-05-11T19:47:36Z
9680,2017-05-08,0.656,0.236,78045,0.608,0.066,2017-05-11T19:47:36Z
9681,2017-05-09,0.66,0.236,78045,0.61,0.062,2017-05-11T19:47:36Z
9682,2017-05-10,0.658,0.236,78045,0.61,0.064,2017-05-11T19:47:36Z
9683,2017-05-11,0.654,0.238,78045,0.61,0.064,2017-05-11T19:47:36Z
9684,2017-05-12,0.656,0.234,78045,0.606,0.072,2017-05-12T10:47:27Z
9685,2017-05-15,0.654,0.234,78045,0.604,0.078,2017-05-15T08:06:02Z
9686,2017-05-16,0.652,0.234,78045,0.6,0.086,2017-05-16T08:05:09Z
9687,2017-05-17,0.654,0.232,78045,0.6,0.084,2017-05-17T08:16:33Z
9688,2017-05-18,0.664,0.224,78045,0.606,0.066,2017-05-18T08:08:25Z
9689,2017-05-19,0.666,0.226,78045,0.606,0.076,2017-05-19T08:04:44Z
9690,2017-05-22,0.668,0.224,78045,0.604,0.082,2017-05-22T08:05:30Z
9691,2017-05-23,0.67,0.224,78045,0.602,0.086,2017-05-23T08:11:52Z
9692,2017-05-24,0.66,0.216,78045,0.598,0.082,2017-05-24T08:05:16Z
9693,2017-05-25,0.654,0.216,78045,0.596,0.082,2017-05-25T08:12:41Z
9694,2017-05-26,0.654,0.218,78045,0.598,0.078,2017-05-26T08:06:48Z
9695,2017-05-29,0.654,0.218,78045,0.596,0.082,2017-05-29T08:05:08Z
9696,2017-05-30,0.652,0.22,78045,0.596,0.086,2017-05-30T08:05:54Z
9697,2017-05-31,0.654,0.22,78045,0.594,0.094,2017-06-05T09:38:43Z
9698,2017-06-01,0.656,0.222,78045,0.596,0.088,2017-06-01T08:05:25Z
9699,2017-06-02,0.648,0.222,78045,0.59,0.1,2017-06-02T08:04:43Z
9700,2017-06-05,0.648,0.222,78045,0.588,0.106,2017-06-05T08:04:58Z
9701,2017-06-06,0.646,0.222,78045,0.588,0.104,2017-06-06T08:05:52Z
9702,2017-06-07,0.648,0.222,78045,0.59,0.102,2017-06-07T08:05:46Z
9703,2017-06-08,0.648,0.222,78045,0.592,0.094,2017-06-08T08:33:37Z
9704,2017-06-09,0.648,0.222,78045,0.594,0.088,2017-06-09T08:05:43Z
9705,2017-06-12,0.648,0.22,78045,0.594,0.086,2017-06-12T08:05:22Z
9706,2017-06-13,0.65,0.22,78045,0.594,0.09,2017-06-13T08:05:29Z
9707,2017-06-14,0.65,0.22,78045,0.594,0.09,2017-06-14T08:04:49Z
9708,2017-06-15,0.65,0.22,78045,0.596,0.082,2017-06-15T08:04:51Z
9709,2017-06-16,0.65,0.22,78045,0.594,0.086,2017-06-16T08:05:50Z
9710,2017-06-19,0.65,0.22,78045,0.598,0.076,2017-06-19T08:04:45Z
9711,2017-06-20,0.652,0.222,78045,0.598,0.076,2017-06-20T08:08:35Z
9712,2017-06-21,0.65,0.22,78045,0.594,0.086,2017-06-21T08:07:14Z
9713,2017-06-22,0.65,0.222,78045,0.596,0.084,2017-06-22T08:05:56Z
9714,2017-06-23,0.652,0.222,78045,0.596,0.086,2017-06-23T08:25:02Z
9715,2017-06-26,0.652,0.222,78045,0.594,0.09,2017-06-26T08:05:04Z
9716,2017-06-27,0.654,0.22,78045,0.596,0.088,2017-06-27T08:06:17Z
9717,2017-06-28,0.652,0.22,78045,0.596,0.084,2017-06-28T08:04:52Z
9718,2017-06-29,0.652,0.22,78045,0.596,0.086,2017-06-29T08:05:26Z
9719,2017-06-30,0.652,0.22,78045,0.596,0.086,2017-06-30T08:05:02Z
9720,2017-01-16,0.922,0.188,12490,0.596,0.318,2017-05-11T19:47:36Z
9721,2017-01-17,0.922,0.188,12490,0.598,0.318,2017-05-11T19:47:36Z
9722,2017-01-18,0.922,0.19,12490,0.594,0.33,2017-05-11T19:47:36Z
9723,2017-01-19,0.922,0.19,12490,0.596,0.324,2017-05-11T19:47:36Z
9724,2017-01-20,0.922,0.19,12490,0.596,0.326,2017-05-11T19:47:36Z
9725,2017-01-23,0.934,0.17,12490,0.586,0.348,2017-05-11T19:47:36Z
9726,2017-01-24,0.934,0.17,12490,0.584,0.35,2017-05-11T19:47:36Z
9727,2017-01-25,0.932,0.168,12490,0.574,0.374,2017-05-11T19:47:36Z
9728,2017-01-26,0.932,0.166,12490,0.572,0.378,2017-05-11T19:47:36Z
9729,2017-01-27,0.932,0.166,12490,0.57,0.384,2017-05-11T19:47:36Z
9730,2017-01-30,0.93,0.164,12490,0.572,0.378,2017-05-11T19:47:36Z
9731,2017-01-31,0.93,0.166,12490,0.572,0.378,2017-05-11T19:47:36Z
9732,2017-02-01,0.93,0.164,12490,0.576,0.368,2017-05-11T19:47:36Z
9733,2017-02-02,0.934,0.166,12490,0.578,0.364,2017-05-11T19:47:36Z
9734,2017-02-03,0.932,0.168,12490,0.578,0.364,2017-05-11T19:47:36Z
9735,2017-02-06,0.932,0.168,12490,0.578,0.368,2017-05-11T19:47:36Z
9736,2017-02-07,0.93,0.164,12490,0.572,0.378,2017-05-11T19:47:36Z
9737,2017-02-08,0.93,0.164,12490,0.57,0.384,2017-05-11T19:47:36Z
9738,2017-02-09,0.93,0.164,12490,0.578,0.36,2017-05-11T19:47:36Z
9739,2017-02-10,0.93,0.162,12490,0.574,0.368,2017-05-11T19:47:36Z
9740,2017-02-13,0.936,0.162,12490,0.58,0.354,2017-05-11T19:47:36Z
9741,2017-02-14,0.934,0.16,12490,0.58,0.356,2017-05-11T19:47:36Z
9742,2017-02-15,0.938,0.162,12490,0.58,0.36,2017-05-11T19:47:36Z
9743,2017-02-16,0.936,0.164,12490,0.578,0.366,2017-05-11T19:47:36Z
9744,2017-02-17,0.936,0.162,12490,0.58,0.36,2017-05-11T19:47:36Z
9745,2017-02-20,0.938,0.166,12490,0.582,0.358,2017-05-11T19:47:36Z
9746,2017-02-21,0.938,0.168,12490,0.584,0.354,2017-05-11T19:47:36Z
9747,2017-02-22,0.938,0.168,12490,0.586,0.344,2017-05-11T19:47:36Z
9748,2017-02-23,0.938,0.168,12490,0.584,0.354,2017-05-11T19:47:36Z
9749,2017-02-24,0.936,0.166,12490,0.58,0.364,2017-05-11T19:47:36Z
9750,2017-02-27,0.938,0.164,12490,0.582,0.358,2017-05-11T19:47:36Z
9751,2017-02-28,0.936,0.164,12490,0.584,0.348,2017-05-11T19:47:36Z
9752,2017-03-01,0.936,0.16,12490,0.582,0.352,2017-05-11T19:47:36Z
9753,2017-03-02,0.936,0.158,12490,0.58,0.354,2017-05-11T19:47:36Z
9754,2017-03-03,0.934,0.158,12490,0.584,0.344,2017-05-11T19:47:36Z
9755,2017-03-06,0.934,0.154,12490,0.584,0.338,2017-05-11T19:47:36Z
9756,2017-03-07,0.934,0.154,12490,0.58,0.344,2017-05-11T19:47:36Z
9757,2017-03-08,0.934,0.152,12490,0.578,0.35,2017-05-11T19:47:36Z
9758,2017-03-09,0.934,0.152,12490,0.58,0.348,2017-05-11T19:47:36Z
9759,2017-03-10,0.934,0.154,12490,0.584,0.338,2017-05-11T19:47:36Z
9760,2017-03-13,0.934,0.154,12490,0.584,0.334,2017-05-11T19:47:36Z
9761,2017-03-14,0.934,0.154,12490,0.586,0.33,2017-05-11T19:47:36Z
9762,2017-03-15,0.934,0.154,12490,0.588,0.326,2017-05-11T19:47:36Z
9763,2017-03-16,0.934,0.154,12490,0.59,0.318,2017-05-11T19:47:36Z
9764,2017-03-17,0.934,0.154,12490,0.588,0.322,2017-05-11T19:47:36Z
9765,2017-03-20,0.934,0.156,12490,0.592,0.314,2017-05-11T19:47:36Z
9766,2017-03-21,0.934,0.154,12490,0.59,0.318,2017-05-11T19:47:36Z
9767,2017-03-22,0.934,0.154,12490,0.588,0.324,2017-05-11T19:47:36Z
9768,2017-03-23,0.934,0.154,12490,0.588,0.322,2017-05-11T19:47:36Z
9769,2017-03-24,0.934,0.152,12490,0.588,0.32,2017-05-11T19:47:36Z
9770,2017-03-27,0.934,0.152,12490,0.59,0.314,2017-05-11T19:47:36Z
9771,2017-03-28,0.934,0.148,12490,0.59,0.312,2017-05-11T19:47:36Z
9772,2017-03-29,0.934,0.15,12490,0.59,0.318,2017-05-11T19:47:36Z
9773,2017-03-30,0.934,0.15,12490,0.592,0.308,2017-05-11T19:47:36Z
9774,2017-03-31,0.934,0.15,12490,0.592,0.308,2017-05-11T19:47:36Z
9775,2017-04-03,0.934,0.152,12490,0.592,0.31,2017-05-11T19:47:36Z
9776,2017-04-04,0.934,0.15,12490,0.59,0.314,2017-05-11T19:47:36Z
9777,2017-04-05,0.934,0.15,12490,0.59,0.316,2017-05-11T19:47:36Z
9778,2017-04-06,0.918,0.136,12490,0.56,0.372,2017-05-11T19:47:36Z
9779,2017-04-07,0.918,0.136,12490,0.564,0.36,2017-05-11T19:47:36Z
9780,2017-04-10,0.918,0.14,12490,0.566,0.36,2017-05-11T19:47:36Z
9781,2017-04-11,0.918,0.144,12490,0.568,0.36,2017-05-11T19:47:36Z
9782,2017-04-12,0.918,0.142,12490,0.57,0.35,2017-05-11T19:47:36Z
9783,2017-04-13,0.918,0.142,12490,0.568,0.358,2017-05-11T19:47:36Z
9784,2017-04-14,0.918,0.142,12490,0.566,0.362,2017-05-11T19:47:36Z
9785,2017-04-17,0.918,0.142,12490,0.566,0.362,2017-05-11T19:47:36Z
9786,2017-04-18,0.92,0.14,12490,0.568,0.358,2017-05-11T19:47:36Z
9787,2017-04-19,0.918,0.14,12490,0.568,0.356,2017-05-11T19:47:36Z
9788,2017-04-20,0.92,0.13,12490,0.596,0.264,2017-05-11T19:47:36Z
9789,2017-04-21,0.92,0.13,12490,0.596,0.262,2017-05-11T19:47:36Z
9790,2017-04-24,0.92,0.13,12490,0.598,0.256,2017-05-11T19:47:36Z
9791,2017-04-25,0.922,0.128,12490,0.6,0.25,2017-05-11T19:47:36Z
9792,2017-04-26,0.922,0.13,12490,0.604,0.24,2017-05-11T19:47:36Z
9793,2017-04-27,0.92,0.126,12490,0.602,0.24,2017-05-11T19:47:36Z
9794,2017-04-28,0.918,0.126,12490,0.602,0.24,2017-05-11T19:47:36Z
9795,2017-05-01,0.918,0.122,12490,0.598,0.244,2017-05-11T19:47:36Z
9796,2017-05-02,0.918,0.124,12490,0.604,0.23,2017-05-11T19:47:36Z
9797,2017-05-03,0.918,0.126,12490,0.604,0.234,2017-05-11T19:47:36Z
9798,2017-05-04,0.918,0.124,12490,0.602,0.24,2017-05-11T19:47:36Z
9799,2017-05-05,0.924,0.124,12490,0.6,0.248,2017-05-11T19:47:36Z
9800,2017-05-08,0.924,0.128,12490,0.608,0.228,2017-05-11T19:47:36Z
9801,2017-05-09,0.922,0.124,12490,0.61,0.218,2017-05-11T19:47:36Z
9802,2017-05-10,0.922,0.124,12490,0.61,0.216,2017-05-11T19:47:36Z
9803,2017-05-11,0.924,0.124,12490,0.614,0.206,2017-05-11T19:47:36Z
9804,2017-05-12,0.924,0.122,12490,0.612,0.208,2017-05-12T10:47:27Z
9805,2017-05-15,0.924,0.122,12490,0.612,0.208,2017-05-15T08:06:02Z
9806,2017-05-16,0.924,0.12,12490,0.612,0.206,2017-05-16T08:05:09Z
9807,2017-05-17,0.926,0.118,12490,0.61,0.214,2017-05-17T08:16:33Z
9808,2017-05-18,0.926,0.12,12490,0.61,0.214,2017-05-18T08:08:25Z
9809,2017-05-19,0.926,0.12,12490,0.61,0.218,2017-05-19T08:04:44Z
9810,2017-05-22,0.928,0.116,12490,0.608,0.222,2017-05-22T08:05:30Z
9811,2017-05-23,0.926,0.116,12490,0.606,0.222,2017-05-23T08:11:52Z
9812,2017-05-24,0.926,0.108,12490,0.606,0.218,2017-05-24T08:05:16Z
9813,2017-05-25,0.92,0.108,12490,0.602,0.222,2017-05-25T08:12:41Z
9814,2017-05-26,0.92,0.11,12490,0.6,0.226,2017-05-26T08:06:48Z
9815,2017-05-29,0.92,0.11,12490,0.602,0.226,2017-05-29T08:05:08Z
9816,2017-05-30,0.918,0.11,12490,0.602,0.222,2017-05-30T08:05:54Z
9817,2017-05-31,0.92,0.11,12490,0.602,0.222,2017-06-05T09:38:43Z
9818,2017-06-01,0.918,0.112,12490,0.6,0.228,2017-06-01T08:05:25Z
9819,2017-06-02,0.918,0.112,12490,0.602,0.224,2017-06-02T08:04:43Z
9820,2017-06-05,0.918,0.114,12490,0.602,0.226,2017-06-05T08:04:58Z
9821,2017-06-06,0.918,0.114,12490,0.602,0.228,2017-06-06T08:05:52Z
9822,2017-06-07,0.916,0.112,12490,0.602,0.224,2017-06-07T08:05:46Z
9823,2017-06-08,0.916,0.112,12490,0.602,0.22,2017-06-08T08:33:37Z
9824,2017-06-09,0.916,0.112,12490,0.602,0.224,2017-06-09T08:05:43Z
9825,2017-06-12,0.916,0.112,12490,0.6,0.226,2017-06-12T08:05:22Z
9826,2017-06-13,0.918,0.114,12490,0.602,0.226,2017-06-13T08:05:29Z
9827,2017-06-14,0.916,0.112,12490,0.604,0.218,2017-06-14T08:04:49Z
9828,2017-06-15,0.916,0.112,12490,0.602,0.224,2017-06-15T08:04:51Z
9829,2017-06-16,0.916,0.112,12490,0.6,0.224,2017-06-16T08:05:50Z
9830,2017-06-19,0.918,0.11,12490,0.6,0.23,2017-06-19T08:04:45Z
9831,2017-06-20,0.916,0.108,12490,0.598,0.228,2017-06-20T08:08:35Z
9832,2017-06-21,0.914,0.11,12490,0.596,0.238,2017-06-21T08:07:14Z
9833,2017-06-22,0.916,0.11,12490,0.596,0.234,2017-06-22T08:05:56Z
9834,2017-06-23,0.914,0.108,12490,0.596,0.232,2017-06-23T08:25:02Z
9835,2017-06-26,0.914,0.11,12490,0.6,0.226,2017-06-26T08:05:04Z
9836,2017-06-27,0.914,0.108,12490,0.598,0.23,2017-06-27T08:06:17Z
9837,2017-06-28,0.912,0.108,12490,0.594,0.236,2017-06-28T08:04:52Z
9838,2017-06-29,0.912,0.108,12490,0.596,0.23,2017-06-29T08:05:26Z
9839,2017-06-30,0.912,0.108,12490,0.598,0.226,2017-06-30T08:05:02Z
9840,2017-01-16,0.958,0.584,40539,0.61,0.714,2017-05-11T19:47:36Z
9841,2017-01-17,0.958,0.584,40539,0.608,0.714,2017-05-11T19:47:36Z
9842,2017-01-18,0.958,0.582,40539,0.606,0.722,2017-05-11T19:47:36Z
9843,2017-01-19,0.958,0.582,40539,0.606,0.72,2017-05-11T19:47:36Z
9844,2017-01-20,0.958,0.578,40539,0.61,0.706,2017-05-11T19:47:36Z
9845,2017-01-23,0.956,0.58,40539,0.61,0.706,2017-05-11T19:47:36Z
9846,2017-01-24,0.956,0.578,40539,0.614,0.692,2017-05-11T19:47:36Z
